"tick","Healthy Count","Infected Count"
132.0,1000,20
133.0,1000,20
134.0,1000,20
135.0,1000,20
136.0,1000,20
137.0,1000,20
138.0,1000,20
139.0,1000,20
140.0,1000,20
141.0,1000,20
142.0,1000,20
143.0,1000,20
144.0,1000,20
145.0,1000,20
146.0,1000,20
147.0,1000,20
148.0,1000,20
149.0,1000,20
150.0,1000,20
151.0,1000,20
152.0,1000,20
153.0,1000,20
154.0,1000,20
155.0,1000,20
156.0,1000,20
157.0,1000,20
158.0,1000,20
159.0,1000,20
160.0,1000,20
161.0,1000,20
162.0,1000,20
163.0,1000,20
164.0,1000,20
165.0,1000,20
166.0,1000,20
167.0,1000,20
168.0,1000,20
169.0,1000,20
170.0,1000,20
171.0,1000,20
172.0,1000,20
173.0,1000,20
174.0,1000,20
175.0,1000,20
176.0,1000,20
177.0,1000,20
178.0,1000,20
179.0,1000,20
180.0,1000,20
181.0,1000,20
182.0,1000,20
183.0,1000,20
184.0,1000,20
185.0,1000,20
186.0,1000,20
187.0,1000,20
188.0,1000,20
189.0,1000,20
190.0,1000,20
191.0,1000,20
192.0,1000,20
193.0,1000,20
194.0,1000,20
195.0,1000,20
196.0,1000,20
197.0,1000,20
198.0,1000,20
199.0,1000,20
200.0,1000,20
201.0,1000,20
202.0,1000,20
203.0,1000,20
204.0,1000,20
205.0,1000,20
206.0,1000,20
207.0,1000,20
208.0,1000,20
209.0,1000,20
210.0,1000,20
211.0,1000,20
212.0,1000,20
213.0,1000,20
214.0,1000,20
215.0,1000,20
216.0,1000,20
217.0,1000,20
218.0,1000,20
219.0,1000,20
220.0,1000,20
221.0,1000,20
222.0,1000,20
223.0,1000,20
224.0,1000,20
225.0,1000,20
226.0,1000,20
227.0,1000,20
228.0,1000,20
229.0,1000,20
230.0,1000,20
231.0,1000,20
232.0,1000,20
233.0,1000,20
234.0,1000,20
235.0,1000,20
236.0,1000,20
237.0,1000,20
238.0,1000,20
239.0,1000,20
240.0,1000,20
241.0,1000,20
242.0,1000,20
243.0,1000,20
244.0,1000,20
245.0,1000,20
246.0,1000,20
247.0,1000,20
248.0,1000,20
249.0,1000,20
250.0,1000,20
251.0,1000,20
252.0,1000,20
253.0,1000,20
254.0,1000,20
255.0,1000,20
256.0,1000,20
257.0,1000,20
258.0,1000,20
259.0,1000,20
260.0,1000,20
261.0,1000,20
262.0,1000,20
263.0,1000,20
264.0,1000,20
265.0,1000,20
266.0,1000,20
267.0,1000,20
268.0,1000,20
269.0,1000,20
270.0,1000,20
271.0,1000,20
272.0,1000,20
273.0,1000,20
274.0,1000,20
275.0,1000,20
276.0,1000,20
277.0,1000,20
278.0,1000,20
279.0,1000,20
280.0,1000,20
281.0,1000,20
282.0,1000,20
283.0,1000,20
284.0,1000,20
285.0,1000,20
286.0,1000,20
287.0,1000,20
288.0,1000,20
289.0,1000,20
290.0,1000,20
291.0,1000,20
292.0,1000,20
293.0,1000,20
294.0,1000,20
295.0,1000,20
296.0,1000,20
297.0,1000,20
298.0,1000,20
299.0,1000,20
300.0,1000,20
301.0,1000,20
302.0,1000,20
303.0,1000,20
304.0,1000,20
305.0,1000,20
306.0,1000,20
307.0,1000,20
308.0,1000,20
309.0,1000,20
310.0,1000,20
311.0,1000,20
312.0,1000,20
313.0,1000,20
314.0,1000,20
315.0,1000,20
316.0,1000,20
317.0,1000,20
318.0,1000,20
319.0,1000,20
320.0,1000,20
321.0,1000,20
322.0,1000,20
323.0,1000,20
324.0,1000,20
325.0,1000,20
326.0,1000,20
327.0,1000,20
328.0,1000,20
329.0,1000,20
330.0,1000,20
331.0,1000,20
332.0,1000,20
333.0,1000,20
334.0,1000,20
335.0,1000,20
336.0,1000,20
337.0,1000,20
338.0,1000,20
339.0,1000,20
340.0,1000,20
341.0,1000,20
342.0,1000,20
343.0,1000,20
344.0,1000,20
345.0,1000,20
346.0,1000,20
347.0,1000,20
348.0,1000,20
349.0,1000,20
350.0,1000,20
351.0,1000,20
352.0,1000,20
353.0,1000,20
354.0,1000,20
355.0,1000,20
356.0,1000,20
357.0,1000,20
358.0,1000,20
359.0,1000,20
360.0,1000,20
361.0,1000,20
362.0,1000,20
363.0,1000,20
364.0,1000,20
365.0,1000,20
366.0,1000,20
367.0,1000,20
368.0,1000,20
369.0,1000,20
370.0,1000,20
371.0,1000,20
372.0,1000,20
373.0,1000,20
374.0,1000,20
375.0,1000,20
376.0,1000,20
377.0,1000,20
378.0,1000,20
379.0,1000,20
380.0,1000,20
381.0,1000,20
382.0,1000,20
383.0,1000,20
384.0,1000,20
385.0,1000,20
386.0,1000,20
387.0,1000,20
388.0,1000,20
389.0,1000,20
390.0,1000,20
391.0,1000,20
392.0,1000,20
393.0,1000,20
394.0,1000,20
395.0,1000,20
396.0,1000,20
397.0,1000,20
398.0,1000,20
399.0,1000,20
400.0,1000,20
401.0,1000,20
402.0,1000,20
403.0,1000,20
404.0,1000,20
405.0,1000,20
406.0,1000,20
407.0,1000,20
408.0,1000,20
409.0,1000,20
410.0,1000,20
411.0,1000,20
412.0,1000,20
413.0,1000,20
414.0,1000,20
415.0,1000,20
416.0,1000,20
417.0,1000,20
418.0,1000,20
419.0,1000,20
420.0,1000,20
421.0,1000,20
422.0,1000,20
423.0,1000,20
424.0,1000,20
425.0,1000,20
426.0,1000,20
427.0,1000,20
428.0,1000,20
429.0,1000,20
430.0,1000,20
431.0,1000,20
432.0,1000,20
433.0,1000,20
434.0,1000,20
435.0,1000,20
436.0,1000,20
437.0,1000,20
438.0,1000,20
439.0,1000,20
440.0,1000,20
441.0,1000,20
442.0,1000,20
443.0,1000,20
444.0,1000,20
445.0,1000,20
446.0,1000,20
447.0,1000,20
448.0,1000,20
449.0,1000,20
450.0,1000,20
451.0,1000,20
452.0,1000,20
453.0,1000,20
454.0,1000,20
455.0,1000,20
456.0,1000,20
457.0,1000,20
458.0,1000,20
459.0,1000,20
460.0,1000,20
461.0,1000,20
462.0,1000,20
463.0,1000,20
464.0,1000,20
465.0,1000,20
466.0,1000,20
467.0,1000,20
468.0,1000,20
469.0,1000,20
470.0,1000,20
471.0,1000,20
472.0,1000,20
473.0,1000,20
474.0,1000,20
475.0,1000,20
476.0,1000,20
477.0,1000,20
478.0,1000,20
479.0,1000,20
480.0,1000,20
481.0,1000,20
482.0,1000,20
483.0,1000,20
484.0,1000,20
485.0,1000,20
486.0,1000,20
487.0,1000,20
488.0,1000,20
489.0,1000,20
490.0,1000,20
491.0,1000,20
492.0,1000,20
493.0,1000,20
494.0,1000,20
495.0,1000,20
496.0,1000,20
497.0,1000,20
498.0,1000,20
499.0,1000,20
500.0,1000,20
501.0,1000,20
502.0,1000,20
503.0,1000,20
504.0,1000,20
505.0,1000,20
506.0,1000,20
507.0,1000,20
508.0,1000,20
509.0,1000,20
510.0,1000,20
511.0,1000,20
512.0,1000,20
513.0,1000,20
514.0,1000,20
515.0,1000,20
516.0,1000,20
517.0,1000,20
518.0,1000,20
519.0,1000,20
520.0,1000,20
521.0,1000,20
522.0,1000,20
523.0,1000,20
524.0,1000,20
525.0,1000,20
526.0,1000,20
527.0,1000,20
528.0,1000,20
529.0,1000,20
530.0,1000,20
531.0,1000,20
532.0,1000,20
533.0,1000,20
534.0,1000,20
535.0,1000,20
536.0,1000,20
537.0,1000,20
538.0,1000,20
539.0,1000,20
540.0,1000,20
541.0,1000,20
542.0,1000,20
543.0,1000,20
544.0,1000,20
545.0,1000,20
546.0,1000,20
547.0,1000,20
548.0,1000,20
549.0,1000,20
550.0,1000,20
551.0,1000,20
552.0,1000,20
553.0,1000,20
554.0,1000,20
555.0,1000,20
556.0,1000,20
557.0,1000,20
558.0,1000,20
559.0,1000,20
560.0,1000,20
561.0,1000,20
562.0,1000,20
563.0,1000,20
564.0,1000,20
565.0,1000,20
566.0,1000,20
567.0,1000,20
568.0,1000,20
569.0,1000,20
570.0,1000,20
571.0,1000,20
572.0,1000,20
573.0,1000,20
574.0,1000,20
575.0,1000,20
576.0,1000,20
577.0,1000,20
578.0,1000,20
579.0,1000,20
580.0,1000,20
581.0,1000,20
582.0,1000,20
583.0,1000,20
584.0,1000,20
585.0,1000,20
586.0,1000,20
587.0,1000,20
588.0,1000,20
589.0,1000,20
590.0,1000,20
591.0,1000,20
592.0,1000,20
593.0,1000,20
594.0,1000,20
595.0,1000,20
596.0,1000,20
597.0,1000,20
598.0,1000,20
599.0,1000,20
600.0,1000,20
601.0,1000,20
602.0,1000,20
603.0,1000,20
604.0,1000,20
605.0,1000,20
606.0,1000,20
607.0,1000,20
608.0,1000,20
609.0,1000,20
610.0,1000,20
611.0,1000,20
612.0,1000,20
613.0,1000,20
614.0,1000,20
615.0,1000,20
616.0,1000,20
617.0,1000,20
618.0,1000,20
619.0,1000,20
620.0,1000,20
621.0,1000,20
622.0,1000,20
623.0,1000,20
624.0,1000,20
625.0,1000,20
626.0,1000,20
627.0,1000,20
628.0,1000,20
629.0,1000,20
630.0,1000,20
631.0,1000,20
632.0,1000,20
633.0,1000,20
634.0,1000,20
635.0,1000,20
636.0,1000,20
637.0,1000,20
638.0,1000,20
639.0,1000,20
640.0,1000,20
641.0,1000,20
642.0,1000,20
643.0,1000,20
644.0,1000,20
645.0,1000,20
646.0,1000,20
647.0,1000,20
648.0,1000,20
649.0,1000,20
650.0,1000,20
651.0,1000,20
652.0,1000,20
653.0,1000,20
654.0,1000,20
655.0,1000,20
656.0,1000,20
657.0,1000,20
658.0,1000,20
659.0,1000,20
660.0,1000,20
661.0,1000,20
662.0,1000,20
663.0,1000,20
664.0,1000,20
665.0,1000,20
666.0,1000,20
667.0,1000,20
668.0,1000,20
669.0,1000,20
670.0,1000,20
671.0,1000,20
672.0,1000,20
673.0,1000,20
674.0,1000,20
675.0,1000,20
676.0,1000,20
677.0,1000,20
678.0,1000,20
679.0,1000,20
680.0,1000,20
681.0,1000,20
682.0,1000,20
683.0,1000,20
684.0,1000,20
685.0,1000,20
686.0,1000,20
687.0,1000,20
688.0,1000,20
689.0,1000,20
690.0,1000,20
691.0,1000,20
692.0,1000,20
693.0,1000,20
694.0,1000,20
695.0,1000,20
696.0,1000,20
697.0,1000,20
698.0,1000,20
699.0,1000,20
700.0,1000,20
701.0,1000,20
702.0,1000,20
703.0,1000,20
704.0,1000,20
705.0,1000,20
706.0,1000,20
707.0,1000,20
708.0,1000,20
709.0,1000,20
710.0,1000,20
711.0,1000,20
712.0,1000,20
713.0,1000,20
714.0,1000,20
715.0,1000,20
716.0,1000,20
717.0,1000,20
718.0,1000,20
719.0,1000,20
720.0,1000,20
721.0,1000,20
722.0,1000,20
723.0,1000,20
724.0,1000,20
725.0,1000,20
726.0,1000,20
727.0,1000,20
728.0,1000,20
729.0,1000,20
730.0,1000,20
731.0,1000,20
732.0,1000,20
733.0,1000,20
734.0,1000,20
735.0,1000,20
736.0,1000,20
737.0,1000,20
738.0,1000,20
739.0,1000,20
740.0,1000,20
741.0,1000,20
742.0,1000,20
743.0,1000,20
744.0,1000,20
745.0,1000,20
746.0,1000,20
747.0,1000,20
748.0,1000,20
749.0,1000,20
750.0,1000,20
751.0,1000,20
752.0,1000,20
753.0,1000,20
754.0,1000,20
755.0,1000,20
756.0,1000,20
757.0,1000,20
758.0,1000,20
759.0,1000,20
760.0,1000,20
761.0,1000,20
762.0,1000,20
763.0,1000,20
764.0,1000,20
765.0,1000,20
766.0,1000,20
767.0,1000,20
768.0,1000,20
769.0,1000,20
770.0,1000,20
771.0,1000,20
772.0,1000,20
773.0,1000,20
774.0,1000,20
775.0,1000,20
776.0,1000,20
777.0,1000,20
778.0,1000,20
779.0,1000,20
780.0,1000,20
781.0,1000,20
782.0,1000,20
783.0,1000,20
784.0,1000,20
785.0,1000,20
786.0,1000,20
787.0,1000,20
788.0,1000,20
789.0,1000,20
790.0,1000,20
791.0,1000,20
792.0,1000,20
793.0,1000,20
794.0,1000,20
795.0,1000,20
796.0,1000,20
797.0,1000,20
798.0,1000,20
799.0,1000,20
800.0,1000,20
801.0,1000,20
802.0,1000,20
803.0,1000,20
804.0,1000,20
805.0,1000,20
806.0,1000,20
807.0,1000,20
808.0,1000,20
809.0,1000,20
810.0,1000,20
811.0,1000,20
812.0,1000,20
813.0,1000,20
814.0,1000,20
815.0,1000,20
816.0,1000,20
817.0,1000,20
818.0,1000,20
819.0,1000,20
820.0,1000,20
821.0,1000,20
822.0,1000,20
823.0,1000,20
824.0,1000,20
825.0,1000,20
826.0,1000,20
827.0,1000,20
828.0,1000,20
829.0,1000,20
830.0,1000,20
831.0,1000,20
832.0,1000,20
833.0,1000,20
834.0,1000,20
835.0,1000,20
836.0,1000,20
837.0,1000,20
838.0,1000,20
839.0,1000,20
840.0,1000,20
841.0,1000,20
842.0,1000,20
843.0,1000,20
844.0,1000,20
845.0,1000,20
846.0,1000,20
847.0,1000,20
848.0,1000,20
849.0,1000,20
850.0,1000,20
851.0,1000,20
852.0,1000,20
853.0,1000,20
854.0,1000,20
855.0,1000,20
856.0,1000,20
857.0,1000,20
858.0,1000,20
859.0,1000,20
860.0,1000,20
861.0,1000,20
862.0,1000,20
863.0,1000,20
864.0,1000,20
865.0,1000,20
866.0,1000,20
867.0,1000,20
868.0,1000,20
869.0,1000,20
870.0,1000,20
871.0,1000,20
872.0,1000,20
873.0,1000,20
874.0,1000,20
875.0,1000,20
876.0,1000,20
877.0,1000,20
878.0,1000,20
879.0,1000,20
880.0,1000,20
881.0,1000,20
882.0,1000,20
883.0,1000,20
884.0,1000,20
885.0,1000,20
886.0,1000,20
887.0,1000,20
888.0,1000,20
889.0,1000,20
890.0,1000,20
891.0,1000,20
892.0,1000,20
893.0,1000,20
894.0,1000,20
895.0,1000,20
896.0,1000,20
897.0,1000,20
898.0,1000,20
899.0,1000,20
900.0,1000,20
901.0,1000,20
902.0,1000,20
903.0,1000,20
904.0,1000,20
905.0,1000,20
906.0,1000,20
907.0,1000,20
908.0,1000,20
909.0,1000,20
910.0,1000,20
911.0,1000,20
912.0,1000,20
913.0,1000,20
914.0,1000,20
915.0,1000,20
916.0,1000,20
917.0,1000,20
918.0,1000,20
919.0,1000,20
920.0,1000,20
921.0,1000,20
922.0,1000,20
923.0,1000,20
924.0,1000,20
925.0,1000,20
926.0,1000,20
927.0,1000,20
928.0,1000,20
929.0,1000,20
930.0,1000,20
931.0,1000,20
932.0,1000,20
933.0,1000,20
934.0,1000,20
935.0,1000,20
936.0,1000,20
937.0,1000,20
938.0,1000,20
939.0,1000,20
940.0,1000,20
941.0,1000,20
942.0,1000,20
943.0,1000,20
944.0,1000,20
945.0,1000,20
946.0,1000,20
947.0,1000,20
948.0,1000,20
949.0,1000,20
950.0,1000,20
951.0,1000,20
952.0,1000,20
953.0,1000,20
954.0,1000,20
955.0,1000,20
956.0,1000,20
957.0,1000,20
958.0,1000,20
959.0,1000,20
960.0,1000,20
961.0,1000,20
962.0,1000,20
963.0,1000,20
964.0,1000,20
965.0,1000,20
966.0,1000,20
967.0,1000,20
968.0,1000,20
969.0,1000,20
970.0,1000,20
971.0,1000,20
972.0,1000,20
973.0,1000,20
974.0,1000,20
975.0,1000,20
976.0,1000,20
977.0,1000,20
978.0,1000,20
979.0,1000,20
980.0,1000,20
981.0,1000,20
982.0,1000,20
983.0,1000,20
984.0,1000,20
985.0,1000,20
986.0,1000,20
987.0,1000,20
988.0,1000,20
989.0,1000,20
990.0,1000,20
991.0,1000,20
992.0,1000,20
993.0,1000,20
994.0,1000,20
995.0,1000,20
996.0,1000,20
997.0,1000,20
998.0,1000,20
999.0,1000,20
1000.0,1000,20
1001.0,1000,20
1002.0,1000,20
1003.0,1000,20
1004.0,1000,20
1005.0,1000,20
1006.0,1000,20
1007.0,1000,20
1008.0,1000,20
1009.0,1000,20
1010.0,1000,20
1011.0,1000,20
1012.0,1000,20
1013.0,1000,20
1014.0,1000,20
1015.0,1000,20
1016.0,1000,20
1017.0,1000,20
1018.0,1000,20
1019.0,1000,20
1020.0,1000,20
1021.0,1000,20
1022.0,1000,20
1023.0,1000,20
1024.0,1000,20
1025.0,1000,20
1026.0,1000,20
1027.0,1000,20
1028.0,1000,20
1029.0,1000,20
1030.0,1000,20
1031.0,1000,20
1032.0,1000,20
1033.0,1000,20
1034.0,1000,20
1035.0,1000,20
1036.0,1000,20
1037.0,1000,20
1038.0,1000,20
1039.0,1000,20
1040.0,1000,20
1041.0,1000,20
1042.0,1000,20
1043.0,1000,20
1044.0,1000,20
1045.0,1000,20
1046.0,1000,20
1047.0,1000,20
1048.0,1000,20
1049.0,1000,20
1050.0,1000,20
1051.0,1000,20
1052.0,1000,20
1053.0,1000,20
1054.0,1000,20
1055.0,1000,20
1056.0,1000,20
1057.0,1000,20
1058.0,1000,20
1059.0,1000,20
1060.0,1000,20
1061.0,1000,20
1062.0,1000,20
1063.0,1000,20
1064.0,1000,20
1065.0,1000,20
1066.0,1000,20
1067.0,1000,20
1068.0,1000,20
1069.0,1000,20
1070.0,1000,20
1071.0,1000,20
1072.0,1000,20
1073.0,1000,20
1074.0,1000,20
1075.0,1000,20
1076.0,1000,20
1077.0,1000,20
1078.0,1000,20
1079.0,1000,20
1080.0,1000,20
1081.0,1000,20
1082.0,1000,20
1083.0,1000,20
1084.0,1000,20
1085.0,1000,20
1086.0,1000,20
1087.0,1000,20
1088.0,1000,20
1089.0,1000,20
1090.0,1000,20
1091.0,1000,20
1092.0,1000,20
1093.0,1000,20
1094.0,1000,20
1095.0,1000,20
1096.0,1000,20
1097.0,1000,20
1098.0,1000,20
1099.0,1000,20
1100.0,1000,20
1101.0,1000,20
1102.0,1000,20
1103.0,1000,20
1104.0,1000,20
1105.0,1000,20
1106.0,1000,20
1107.0,1000,20
1108.0,1000,20
1109.0,1000,20
1110.0,1000,20
1111.0,1000,20
1112.0,1000,20
1113.0,1000,20
1114.0,1000,20
1115.0,1000,20
1116.0,1000,20
1117.0,1000,20
1118.0,1000,20
1119.0,1000,20
1120.0,1000,20
1121.0,1000,20
1122.0,1000,20
1123.0,1000,20
1124.0,1000,20
1125.0,1000,20
1126.0,1000,20
1127.0,1000,20
1128.0,1000,20
1129.0,1000,20
1130.0,1000,20
1131.0,1000,20
1132.0,1000,20
1133.0,1000,20
1134.0,1000,20
1135.0,1000,20
1136.0,1000,20
1137.0,1000,20
1138.0,1000,20
1139.0,1000,20
1140.0,1000,20
1141.0,1000,20
1142.0,1000,20
1143.0,1000,20
1144.0,1000,20
1145.0,1000,20
1146.0,1000,20
1147.0,1000,20
1148.0,1000,20
1149.0,1000,20
1150.0,1000,20
1151.0,1000,20
1152.0,1000,20
1153.0,1000,20
1154.0,1000,20
1155.0,1000,20
1156.0,1000,20
1157.0,1000,20
1158.0,1000,20
1159.0,1000,20
1160.0,1000,20
1161.0,1000,20
1162.0,1000,20
1163.0,1000,20
1164.0,1000,20
1165.0,1000,20
1166.0,1000,20
1167.0,1000,20
1168.0,1000,20
1169.0,1000,20
1170.0,1000,20
1171.0,1000,20
1172.0,1000,20
1173.0,1000,20
1174.0,1000,20
1175.0,1000,20
1176.0,1000,20
1177.0,1000,20
1178.0,1000,20
1179.0,1000,20
1180.0,1000,20
1181.0,1000,20
1182.0,1000,20
1183.0,1000,20
1184.0,1000,20
1185.0,1000,20
1186.0,1000,20
1187.0,1000,20
1188.0,1000,20
1189.0,1000,20
1190.0,1000,20
1191.0,1000,20
1192.0,1000,20
1193.0,1000,20
1194.0,1000,20
1195.0,1000,20
1196.0,1000,20
1197.0,1000,20
1198.0,1000,20
1199.0,1000,20
1200.0,1000,20
1201.0,1000,20
1202.0,1000,20
1203.0,1000,20
1204.0,1000,20
1205.0,1000,20
1206.0,1000,20
1207.0,1000,20
1208.0,1000,20
1209.0,1000,20
1210.0,1000,20
1211.0,1000,20
1212.0,1000,20
1213.0,1000,20
1214.0,1000,20
1215.0,1000,20
1216.0,1000,20
1217.0,1000,20
1218.0,1000,20
1219.0,1000,20
1220.0,1000,20
1221.0,1000,20
1222.0,1000,20
1223.0,1000,20
1224.0,1000,20
1225.0,1000,20
1226.0,1000,20
1227.0,1000,20
1228.0,1000,20
1229.0,1000,20
1230.0,1000,20
1231.0,1000,20
1232.0,1000,20
1233.0,1000,20
1234.0,1000,20
1235.0,1000,20
1236.0,1000,20
1237.0,1000,20
1238.0,1000,20
1239.0,1000,20
1240.0,1000,20
1241.0,1000,20
1242.0,1000,20
1243.0,1000,20
1244.0,1000,20
1245.0,1000,20
1246.0,1000,20
1247.0,1000,20
1248.0,1000,20
1249.0,1000,20
1250.0,1000,20
1251.0,1000,20
1252.0,1000,20
1253.0,1000,20
1254.0,1000,20
1255.0,1000,20
1256.0,1000,20
1257.0,1000,20
1258.0,1000,20
1259.0,1000,20
1260.0,1000,20
1261.0,1000,20
1262.0,1000,20
1263.0,1000,20
1264.0,1000,20
1265.0,1000,20
1266.0,1000,20
1267.0,1000,20
1268.0,1000,20
1269.0,1000,20
1270.0,1000,20
1271.0,1000,20
1272.0,1000,20
1273.0,1000,20
1274.0,1000,20
1275.0,1000,20
1276.0,1000,20
1277.0,1000,20
1278.0,1000,20
1279.0,1000,20
1280.0,1000,20
1281.0,1000,20
1282.0,1000,20
1283.0,1000,20
1284.0,1000,20
1285.0,1000,20
1286.0,1000,20
1287.0,1000,20
1288.0,1000,20
1289.0,1000,20
1290.0,1000,20
1291.0,1000,20
1292.0,1000,20
1293.0,1000,20
1294.0,1000,20
1295.0,1000,20
1296.0,1000,20
1297.0,1000,20
1298.0,1000,20
1299.0,1000,20
1300.0,1000,20
1301.0,1000,20
1302.0,1000,20
1303.0,1000,20
1304.0,1000,20
1305.0,1000,20
1306.0,1000,20
1307.0,1000,20
1308.0,1000,20
1309.0,1000,20
1310.0,1000,20
1311.0,1000,20
1312.0,1000,20
1313.0,1000,20
1314.0,1000,20
1315.0,1000,20
1316.0,1000,20
1317.0,1000,20
1318.0,1000,20
1319.0,1000,20
1320.0,1000,20
1321.0,1000,20
1322.0,1000,20
1323.0,1000,20
1324.0,1000,20
1325.0,1000,20
1326.0,1000,20
1327.0,1000,20
1328.0,1000,20
1329.0,1000,20
1330.0,1000,20
1331.0,1000,20
1332.0,1000,20
1333.0,1000,20
1334.0,1000,20
1335.0,1000,20
1336.0,1000,20
1337.0,1000,20
1338.0,1000,20
1339.0,1000,20
1340.0,1000,20
1341.0,1000,20
1342.0,1000,20
1343.0,1000,20
1344.0,1000,20
1345.0,1000,20
1346.0,1000,20
1347.0,1000,20
1348.0,1000,20
1349.0,1000,20
1350.0,1000,20
1351.0,1000,20
1352.0,1000,20
1353.0,1000,20
1354.0,1000,20
1355.0,1000,20
1356.0,1000,20
1357.0,1000,20
1358.0,1000,20
1359.0,1000,20
1360.0,1000,20
1361.0,1000,20
1362.0,1000,20
1363.0,1000,20
1364.0,1000,20
1365.0,1000,20
1366.0,1000,20
1367.0,1000,20
1368.0,1000,20
1369.0,1000,20
1370.0,1000,20
1371.0,1000,20
1372.0,1000,20
1373.0,1000,20
1374.0,1000,20
1375.0,1000,20
1376.0,1000,20
1377.0,1000,20
1378.0,1000,20
1379.0,1000,20
1380.0,1000,20
1381.0,1000,20
1382.0,1000,20
1383.0,1000,20
1384.0,1000,20
1385.0,1000,20
1386.0,1000,20
1387.0,1000,20
1388.0,1000,20
1389.0,1000,20
1390.0,1000,20
1391.0,1000,20
1392.0,1000,20
1393.0,1000,20
1394.0,1000,20
1395.0,1000,20
1396.0,1000,20
1397.0,1000,20
1398.0,1000,20
1399.0,1000,20
1400.0,1000,20
1401.0,1000,20
1402.0,1000,20
1403.0,1000,20
1404.0,1000,20
1405.0,1000,20
1406.0,1000,20
1407.0,1000,20
1408.0,1000,20
1409.0,1000,20
1410.0,1000,20
1411.0,1000,20
1412.0,1000,20
1413.0,1000,20
1414.0,1000,20
1415.0,1000,20
1416.0,1000,20
1417.0,1000,20
1418.0,1000,20
1419.0,1000,20
1420.0,1000,20
1421.0,1000,20
1422.0,1000,20
1423.0,1000,20
1424.0,1000,20
1425.0,1000,20
1426.0,1000,20
1427.0,1000,20
1428.0,1000,20
1429.0,1000,20
1430.0,1000,20
1431.0,1000,20
1432.0,1000,20
1433.0,1000,20
1434.0,1000,20
1435.0,1000,20
1436.0,1000,20
1437.0,1000,20
1438.0,1000,20
1439.0,1000,20
1440.0,1000,20
1441.0,1000,20
1442.0,1000,20
1443.0,1000,20
1444.0,1000,20
1445.0,1000,20
1446.0,1000,20
1447.0,1000,20
1448.0,1000,20
1449.0,1000,20
1450.0,1000,20
1451.0,1000,20
1452.0,1000,20
1453.0,1000,20
1454.0,1000,20
1455.0,1000,20
1456.0,1000,20
1457.0,1000,20
1458.0,1000,20
1459.0,1000,20
1460.0,1000,20
1461.0,1000,20
1462.0,1000,20
1463.0,1000,20
1464.0,1000,20
1465.0,1000,20
1466.0,1000,20
1467.0,1000,20
1468.0,1000,20
1469.0,1000,20
1470.0,1000,20
1471.0,1000,20
1472.0,1000,20
1473.0,1000,20
1474.0,1000,20
1475.0,1000,20
1476.0,1000,20
1477.0,1000,20
1478.0,1000,20
1479.0,1000,20
1480.0,1000,20
1481.0,1000,20
1482.0,1000,20
1483.0,1000,20
1484.0,1000,20
1485.0,1000,20
1486.0,1000,20
1487.0,1000,20
1488.0,1000,20
1489.0,1000,20
1490.0,1000,20
1491.0,1000,20
1492.0,1000,20
1493.0,1000,20
1494.0,1000,20
1495.0,1000,20
1496.0,1000,20
